index,value
"2008-06-01 00:00:00",14963.4
"2008-07-01 00:00:00",14891.6
"2008-08-01 00:00:00",14891.6
"2008-09-01 00:00:00",14891.6
"2008-10-01 00:00:00",14577
"2008-11-01 00:00:00",14577
"2008-12-01 00:00:00",14577
"2009-01-01 00:00:00",14375
"2009-02-01 00:00:00",14375
"2009-03-01 00:00:00",14375
"2009-04-01 00:00:00",14355.6
"2009-05-01 00:00:00",14355.6
"2009-06-01 00:00:00",14355.6
"2009-07-01 00:00:00",14402.5
"2009-08-01 00:00:00",14402.5
"2009-09-01 00:00:00",14402.5
"2009-10-01 00:00:00",14541.9
"2009-11-01 00:00:00",14541.9
"2009-12-01 00:00:00",14541.9
"2010-01-01 00:00:00",14604.8
"2010-02-01 00:00:00",14604.8
"2010-03-01 00:00:00",14604.8
"2010-04-01 00:00:00",14745.9
"2010-05-01 00:00:00",14745.9
"2010-06-01 00:00:00",14745.9
"2010-07-01 00:00:00",14845.5
"2010-08-01 00:00:00",14845.5
"2010-09-01 00:00:00",14845.5
"2010-10-01 00:00:00",14939
"2010-11-01 00:00:00",14939
"2010-12-01 00:00:00",14939
"2011-01-01 00:00:00",14881.3
"2011-02-01 00:00:00",14881.3
"2011-03-01 00:00:00",14881.3
"2011-04-01 00:00:00",14989.6
"2011-05-01 00:00:00",14989.6
"2011-06-01 00:00:00",14989.6
"2011-07-01 00:00:00",15021.1
"2011-08-01 00:00:00",15021.1
"2011-09-01 00:00:00",15021.1
"2011-10-01 00:00:00",15190.3
"2011-11-01 00:00:00",15190.3
"2011-12-01 00:00:00",15190.3
"2012-01-01 00:00:00",15291
"2012-02-01 00:00:00",15291
"2012-03-01 00:00:00",15291
"2012-04-01 00:00:00",15362.4
"2012-05-01 00:00:00",15362.4
"2012-06-01 00:00:00",15362.4
"2012-07-01 00:00:00",15380.8
"2012-08-01 00:00:00",15380.8
"2012-09-01 00:00:00",15380.8
"2012-10-01 00:00:00",15384.3
"2012-11-01 00:00:00",15384.3
"2012-12-01 00:00:00",15384.3
"2013-01-01 00:00:00",15491.9
"2013-02-01 00:00:00",15491.9
"2013-03-01 00:00:00",15491.9
"2013-04-01 00:00:00",15521.6
"2013-05-01 00:00:00",15521.6
"2013-06-01 00:00:00",15521.6
"2013-07-01 00:00:00",15641.3
"2013-08-01 00:00:00",15641.3
"2013-09-01 00:00:00",15641.3
"2013-10-01 00:00:00",15793.9
"2013-11-01 00:00:00",15793.9
"2013-12-01 00:00:00",15793.9
"2014-01-01 00:00:00",15757.6
"2014-02-01 00:00:00",15757.6
"2014-03-01 00:00:00",15757.6
"2014-04-01 00:00:00",15935.8
"2014-05-01 00:00:00",15935.8
"2014-06-01 00:00:00",15935.8
"2014-07-01 00:00:00",16139.5
"2014-08-01 00:00:00",16139.5
"2014-09-01 00:00:00",16139.5
"2014-10-01 00:00:00",16220.2
"2014-11-01 00:00:00",16220.2
"2014-12-01 00:00:00",16220.2
"2015-01-01 00:00:00",16350
"2015-02-01 00:00:00",16350
"2015-03-01 00:00:00",16350
"2015-04-01 00:00:00",16460.9
"2015-05-01 00:00:00",16460.9
"2015-06-01 00:00:00",16460.9
"2015-07-01 00:00:00",16527.6
"2015-08-01 00:00:00",16527.6
"2015-09-01 00:00:00",16527.6
"2015-10-01 00:00:00",16547.6
"2015-11-01 00:00:00",16547.6
"2015-12-01 00:00:00",16547.6
"2016-01-01 00:00:00",16571.6
"2016-02-01 00:00:00",16571.6
"2016-03-01 00:00:00",16571.6
"2016-04-01 00:00:00",16663.5
"2016-05-01 00:00:00",16663.5
"2016-06-01 00:00:00",16663.5
"2016-07-01 00:00:00",16778.1
"2016-08-01 00:00:00",16778.1
"2016-09-01 00:00:00",16778.1
"2016-10-01 00:00:00",16851.4
"2016-11-01 00:00:00",16851.4
"2016-12-01 00:00:00",16851.4
"2017-01-01 00:00:00",16903.2
"2017-02-01 00:00:00",16903.2
"2017-03-01 00:00:00",16903.2
"2017-04-01 00:00:00",17031.1
"2017-05-01 00:00:00",17031.1
"2017-06-01 00:00:00",17031.1
"2017-07-01 00:00:00",17163.9
"2017-08-01 00:00:00",17163.9
"2017-09-01 00:00:00",17163.9
"2017-10-01 00:00:00",17286.5
